countrycode,year,v_c,v_i,v_g,v_x,v_m,v_gdp,q_c,q_i,q_g,q_x,q_m,q_gdp,pop,xr,xr2,v_gfcf,q_gfcf,emp,avh
SLB,1970,23.3,4.2,5.5,7.1,10,28.6,969.9868666,200.1445064,277.9025866,438.4258462,688.0894378,1188.712243,0.16029,0.892857,0.892857,4.2,204.255451,,
SLB,1971,24.5,7.2,5.1,9.1,11.5,30.5,1005.452246,338.2301374,254.0302946,553.9423814,780.0602603,1249.671857,0.166212,0.881616454,0.881616454,7.2,345.1773756,,
SLB,1972,23.6,7.3,5.4,9.1,12.1,31.6,957.603074,339.0633799,265.942223,547.7000863,811.5099592,1280.151702,0.172598,0.837299999,0.837299999,7.3,346.0277155,,
SLB,1973,20.027516,8.285433,8.98705,9.6,11.3,35.6,787.0479892,372.7123604,428.658344,559.5942265,733.9856039,1396.769996,0.179349,0.704113908,0.704113908,8.285433,380.367846,,
SLB,1974,26.307523,10.883154,11.809324,18.3,16.4,50.9,869.8911363,411.9307491,473.9472245,897.5609161,896.3214434,1680.364708,0.186332,0.698085449,0.698085449,10.883154,420.391782,,
SLB,1975,31.945461,13.216686,14.337853,11.8,21.8,49.5,991.9641964,469.7793715,540.36967,543.4964562,1118.866639,1534.591669,0.193445,0.763866667,0.763866667,13.216686,479.4285513,,
SLB,1976,32.274029,13.351478,14.474493,20,21.1,59,955.5217131,452.4819062,520.1285813,878.3047816,1032.535062,1743.974719,0.20064,0.818283333,0.818283333,13.351478,461.7758019,,
SLB,1977,37.412218,15.475628,16.812153,29.6,25.8,73.5,993.1776213,470.2688922,541.697492,1165.555805,1132.056697,1948.056902,0.207937,0.901816667,0.901816667,15.475628,479.928213,,
SLB,1978,45.638998,18.887101,20.473901,30.6,30.9,85.8,1138.144406,539.1517684,619.7004142,1131.906504,1273.66346,2136.236586,0.215347,0.873658333,0.873658333,18.887101,550.2259163,,
SLB,1979,55.344617,22.889686,24.765697,60.2,50.5,112.7,1278.892341,605.4564461,694.5909564,2063.397789,1928.789888,2600.059344,0.222897,0.865964322,0.865964322,22.889686,617.8924331,,
SLB,1980,63.304697,26.178607,28.616695,60.8,61.5,119.1,1296.740785,613.8302058,711.4701674,1847.347944,2082.223578,2435.733644,0.230607,0.829827237,0.829827237,26.178607,626.4382312,0.089922145,
SLB,1981,82.379112,34.137226,36.765506,80.40747,93.081065,140.6,1525.075095,723.4138057,826.1038558,2207.996406,2848.199589,2598.724374,0.238479,0.870166288,0.870166288,29.084825,629.0063787,0.091551088,
SLB,1982,95.074422,39.249602,42.224461,88.238952,106.280461,158.5,1544.092113,729.6746136,832.3262606,2125.679086,2852.974643,2570.038129,0.246493,0.971104382,0.971104382,32.93725,624.9011461,0.094587669,
SLB,1983,85.914886,35.515327,40.025761,77.645375,97.682681,141.4,1452.185914,687.1540334,821.1327678,1946.692165,2729.01784,2386.184445,0.254596,1.148558312,1.148558312,30.941826,610.962059,0.096109614,
SLB,1984,122,50.9,52.1,135.2,138.5,221.7,1409.366276,673.0793814,730.502543,2316.693724,2644.531731,2556.998723,0.262709,1.273715139,1.273715139,43,580.2924993,0.09958408,
SLB,1985,152,62.1,66.6,121.1,164.9,236.9,1689.356067,790.0483587,898.4042805,1996.409367,3029.236746,2628.714799,0.270801,1.480766667,1.480766667,49.9,647.8771117,0.103318006,
SLB,1986,159.3,66.1,84.1,132.9,189.8,252.5,1648.745391,783.1118411,1056.461876,2040.284258,3246.901035,2609.155696,0.278838,1.7415,1.7415,63.6,768.9700659,0.104140289,
SLB,1987,184.9,67.5,106.3,163.6,229.6,292.8,1689.071103,705.8286367,1178.594077,2216.777847,3466.712829,2670.440362,0.286863,2.003291667,2.003291667,59.6,636.0214481,0.107990265,
SLB,1988,251.7,120,115.3,192.2,311.9,367,1932.950336,1054.880421,1074.698893,2189.368059,3959.021324,2813.87211,0.294964,2.082516667,2.082516667,110,986.8352946,0.111715585,
SLB,1989,300,107.9,133.4,249,405.9,384.4,4661.332087,626.2647423,2218.217722,1027.510298,4664.254342,3006.853173,0.303253,2.293241667,2.293241667,107.9,554.9781996,0.114564627,
SLB,1990,302,105.8,163.9,244.6,298.7,526.3,4977.520815,525.2451031,2276.65049,969.2121008,4300.738089,3208.96169,0.31184,2.528783333,2.528783333,91.4,471.0093364,0.119075038,
SLB,1991,338.5,140.6,178.3,314.7,374.6,598.3,4235.261939,451.0714932,2210.156803,1024.525731,3518.922563,3290.817388,0.320753,2.71475,2.71475,135.2,416.2761155,0.123000003,
SLB,1992,389.2,142.3,266.8,389.6,411.8,763.1,3503.845742,455.5826262,2573.278622,1159.175485,3260.855429,3664.763975,0.329953,2.9281,2.9281,119.1,432.7119501,0.126000002,
SLB,1993,446.5,159,341.1,550,580.5,901.2,4760.143769,551.9084241,2743.993912,1167.50547,4233.043549,3726.819387,0.339456,3.187733333,3.187733333,147.8,534.3708374,0.130999997,
SLB,1994,497.3,222.4,289.8,635.2,603.5,1052.5,5457.396588,586.6827694,3022.581891,1259.958036,4835.298824,4027.943706,0.349225,3.291358333,3.291358333,212.3,588.5197368,0.135000005,
SLB,1995,607,238,409,717,730,1242,5637.322426,523.817589,2942.393712,1419.963054,4567.564767,4430.416294,0.359225,3.4059,3.4059,219,514.5206247,0.140000001,
SLB,1996,697,279,467,855,861,1438,4974.059133,461.3515919,2097.886766,1629.097702,3792.555481,4501.689065,0.369469,3.566358333,3.566358333,261,444.8443943,0.144999996,
SLB,1997,734,302,475,900,893,1518,5000.106704,489.6027555,2064.708101,1772.62686,4345.961258,4423.966667,0.379947,3.716941667,3.716941667,282,476.4335161,0.150999993,
SLB,1998,838,337,556,1016,1021,1726,2750.302481,773.1406871,2403.401738,2066.36399,4142.419536,4565.248276,0.390643,4.815649167,4.815649167,313,752.3448122,0.156000003,
SLB,1999,892,360,589,1089,1090,1839,3483.464423,514.8390938,1716.777561,2198.278885,3232.785962,4494.42903,0.401538,4.838141667,4.838141667,336,500.9910317,0.109736003,
SLB,2000,834,338,548,1017,1017,1721,3350.857267,390.0491675,1385.466953,1634.088074,2479.764481,3855.620195,0.412609,5.088930833,5.088930833,315,379.5576845,0.170000002,
SLB,2001,857,346,565,1043,1045,1766,3309.106443,368.7579898,1165.439906,1119.279193,2256.113115,3548.488191,0.423853,5.277984953,5.277984953,322,358.8391788,0.175999999,
SLB,2002,896,363,589,1092,1092,1848,3070.769815,258.7732424,1073.425854,1326.486067,2058.412562,3450.69777,0.435262,6.748772103,6.748772103,363,251.8127823,0.181999996,
SLB,2003,1679.9,226.7,524.6,659.5,791.1,2358.8,2626.861156,402.372989,967.5774683,1746.391184,2192.058598,3674.463184,0.446769,7.505943749,7.505943749,219.5,396.9726019,0.187000006,
SLB,2004,1862.9,329.1,729,868.4,1189.5,2720.8,2723.951922,550.8359473,1293.771006,1883.465113,2874.811046,3971.982195,0.458324,7.484743906,7.484743906,290.7,496.5573556,0.192000002,
SLB,2005,2086.4,556.7,1242.7,1065,1683.2,3233.9,2841.07515,896.9704515,2036.136317,2081.26792,3626.926584,4482.348867,0.469885,7.529873025,7.529873025,517.7,849.8014395,0.196999997,
SLB,2006,2299.9,600.4,1408.5,1271.2,2006.8,3585.4,2959.514036,877.554768,2162.496511,2142.430694,4004.4341,4661.619165,0.481422,7.609458333,7.609458333,559.5,828.4496532,0.201000005,
SLB,2007,2663.6,775.3,1703.9,1710.4,2745.3,4499.3,3307.520168,1147.533057,3059.972578,2475.789341,5012.732615,5433.884331,0.49294,7.652,7.652,727.8,1059.219864,0.206,
SLB,2008,3049.4,846.7,1790.1,2089.1,3165.2,4936,3343.929267,1153.726009,3093.159962,2691.377108,4874.732453,5635.199053,0.504477,7.747916667,7.747916667,791.5,1056.999276,0.210999995,
SLB,2009,3252.5,805.5,1931.6,1891.9,2772.6,5143.6,3411.775841,971.7877285,2739.990495,2300.543002,3961.65669,5648.337447,0.516079,8.055041667,8.055041667,746.1,871.6657373,0.216999993,
SLB,2010,3478.2,1243.2,2600.1,2663,4418,5803.4,3602.594303,1458.351085,2849.135747,3127.324217,5153.63373,6249.36106,0.52779,8.064501344,8.064501344,1178.6,1360.023989,0.222000003,
SLB,2011,3782.3,1446.3,1902.5,4225,4758,6649.8,3782.3,1446.3,1902.5,4225,4758,6649.8,0.539614,7.64125903,7.64125903,1275.3,1275.3,0.224999994,
SLB,2012,4197.2,1257.6,1937.6,4675,4885,7177.8,4006.895798,1239.590009,1841.2721,5109.040222,5238.4639,6825.275809,0.551531,7.355202847,7.355202847,1103,1078.180259,0.231000006,
SLB,2013,4094.789018,1629.181164,2632.317785,4301.554144,5437.425099,7567.438027,3401.068049,1521.779407,2373.552279,5326.702791,5817.757717,7031.251739,0.563513,7.3021351,7.3021351,1441.767393,1337.265619,0.237000003,
SLB,2014,4818.059422,1152.013492,2717.64398,4289.156395,5262.074472,7930.693324,4005.656311,1025.981944,2330.041075,5553.010127,5764.457086,7189.461152,0.575504,7.375345354,7.375345354,1000.151187,882.0610474,0.243000001,
SLB,2015,4389.935682,1435.262687,3025.204789,4267.624464,5113.212218,8382.803555,3743.498853,1283.257695,2608.305142,6117.5192,6559.850875,7372.234663,0.587482,7.914688977,7.914688977,1260.904291,1118.27273,0.249000013,
SLB,2016,4535.539514,1680.203235,3085.301835,4521.47365,5194.716946,8987.322496,4183.472092,1493.32331,2646.799519,5882.604201,6830.616533,7627.064028,0.599419,7.948152938,7.948152938,1485.81076,1311.139416,0.254999995,
SLB,2017,5126.212475,1616.299845,3225.360047,4878.555808,5597.297354,9558.378528,3988.801671,1430.069923,2753.810429,6474.742889,6938.287192,7896.630186,0.611343,7.887390369,7.887390369,1426.775549,1253.064781,0.261999995,
SLE,1961,142.5433908,12.85004858,14.80532837,81.37908186,63.9846276,187.5968864,3422742.142,248699.5888,225534.0216,2362465.997,2797033.038,4094120.305,2.347029485,0.714286016,0.714286016,,,,
SLE,1962,157.1344516,17.33262217,16.62352619,82.3322777,76.11305634,198.1314509,3810211.427,338663.3465,248611.9326,2275769.08,2608834.363,4669195.897,2.382030794,0.714286016,0.714286016,,,,
SLE,1963,172.8479016,22.51248677,18.18198105,62.19601819,70.95608547,207.7071091,4391434.296,460736.0987,252807.9149,1977752.231,2563408.691,5221395.469,2.41795858,0.714286016,0.714286016,,,,
SLE,1964,195.2956874,24.60435585,18.61488549,81.85567475,70.66958576,251.3189122,4916154.465,498925.9226,253856.8927,1988588.715,2952787.091,5586572.737,2.454657739,0.714286016,0.714286016,,,,
SLE,1965,225.6001819,29.98344626,19.92295869,90.1961383,82.98901591,285.3784969,5109888.724,547029.669,254905.8838,2053610.018,3160455.716,5759770.073,2.492145532,0.714286016,0.714286016,,,,
SLE,1966,239.0688534,42.13620647,20.27513229,92.69827989,89.76947238,306.2301766,5109888.973,725439.1563,251758.8847,2004844.788,2972253.927,6011749.978,2.530441978,0.714286016,0.714286016,,,,
SLE,1967,249.170357,35.86059923,25.10494011,86.02590904,84.51700799,314.5273868,4609393.262,534729.0054,251758.8768,1755593.446,2453083.723,5429627.362,2.569565717,0.724206911,0.724206911,,,,
SLE,1968,249.170357,33.27066759,34.66393595,121.8558183,109.3039347,328.148224,4867706.274,524332.9615,264346.8409,2432906.603,2868421.114,5956534.603,2.609537922,0.833333,0.833333,,,,
SLE,1969,266.0061963,41.33930321,38.23598047,126.4169257,123.5140407,346.6535441,5271344.194,660391.5591,282179.7847,2600877.967,3192903.632,6455269.443,2.650427859,0.833333,0.833333,,,,
SLE,1970,291.82115,58.373086,34.261451,120.675231,124.596291,379.603531,5578085.675,898966.6139,527311.6797,2443743.032,3147474.425,7077010.939,2.692259,0.833333,0.833333,52.320184,842838.847,,
SLE,1971,317.254143,54.304763,36.584261,121.756995,126.330028,402.998506,5736745.438,791149.6814,532654.6834,2332497.249,3018933.48,7107435.814,2.745779,0.830894003,0.830894003,51.446618,784010.5569,,
SLE,1972,335.546273,50.30336,42.300552,125.758399,124.615141,428.150185,5763130.775,696090.1499,584985.7106,2288295.104,2828560.922,7172216.758,2.803031,0.800781666,0.800781666,49.73173,719857.3198,,
SLE,1973,379.561713,69.738748,52.018247,142.907271,145.765417,497.888934,5801292.117,858774.2425,640163.9822,2314012.507,2944323.85,7422087.823,2.863739,0.816341666,0.816341666,57.734538,743677.9423,,
SLE,1974,480.740061,94.890428,64.594087,164.629177,204.071584,600.782169,6301904.969,1002181.555,681785.0257,2286321.496,3535352.496,7681212.9,2.927468,0.855460832,0.855460832,76.026668,839913.0529,,
SLE,1975,575.05886,94.318799,70.310378,169.773839,230.938151,678.523725,6674609.086,882011.5369,657091.9051,2087628.704,3542402.47,7681212.68,2.993876,0.904021666,0.904021666,87.45925,855512.0426,,
SLE,1976,663.08974,98.891832,74.311781,170.917097,230.938151,776.272299,6678606.918,802484.2038,602648.9852,1823761.686,3073958.259,7625685.617,3.062956,1.112840833,1.112840833,90.317396,766640.6729,,
SLE,1977,771.699266,110.896043,84.601105,202.928326,259.519605,911.176763,6678008.466,773174.2781,589478.6369,1860417.834,2967957.741,7690467.039,3.1348,1.146496666,1.146496666,103.464865,754568.41,,
SLE,1978,914.034908,133.761206,98.891832,246.943765,320.112288,1074.091052,6968397.653,821604.5604,607049.0335,1994514.543,3225233.786,7986609.493,3.209263,1.047043333,1.047043333,130.331432,837386.9199,,
SLE,1979,1102.100878,185.779453,110.324414,284.099656,434.438105,1249.009553,7593873.432,1031340.732,612078.0329,2073870.639,3956020.937,8393806.819,3.286179,1.056972544,1.056972544,171.488726,995828.1607,,
SLE,1980,1269.016571,248.087023,106.894639,320.683917,546.477406,1399.348002,8028302.069,1264511.842,544509.5098,2149327.278,4568958.874,8634423.375,3.365441,1.049797649,1.049797649,233.224667,1243476.827,1.200266719,
SLE,1981,1479.376074,264.092638,130.331432,314.395997,531.61505,1656.009462,8222199.067,1182573.529,583245.9065,1851208.642,3904768.996,8976838.807,3.445277,1.159098471,1.159098471,252.088427,1180780.459,1.222764492,
SLE,1982,1750.89989,276.096849,174.346871,263.521009,473.880512,1989.840848,8240633.714,1046943.357,660703.5143,1313964.211,2947520.347,9134164.795,3.525399,1.238650427,1.238650427,251.516798,997638.2566,1.243661523,
SLE,1983,2223.065515,351.551888,203.499955,284.671285,429.865073,2632.92357,7899350.79,1006447.33,582232.7314,1071647.008,2018645.197,9124909.903,3.608751,1.885330164,1.885330164,324.113692,970606.862,1.269518971,
SLE,1984,3569.252013,471.022367,305.249932,430.436702,481.31169,4295.792581,8112407.998,862534.6587,558626.1587,1036455.938,1445731.45,9522852.499,3.699467,2.50995,2.50995,432.151589,827781.1375,1.29429853,
SLE,1985,5853.48184,752.263877,481.883319,753.407135,830.005433,7011.602368,8340889.604,863636.2026,552882.9508,1137357.052,1563031.5,9744658.545,3.79955,5.0941625,5.0941625,659.659965,792182.2344,1.328288317,
SLE,1986,12864.51258,1656.581091,976.342479,1926.961649,1885.804354,15538.02181,8392807.112,870741.13,512872.3255,1331851.955,1625920.241,9886916.244,3.912438,16.09213333,16.09213333,1477.089558,812133.7412,1.362965465,
SLE,1987,23758.04807,2490.016298,1485.663994,4005.405005,3854.494926,27884.63844,9066226.92,663916.5595,462912.1485,1273477.834,1521022.136,10285856.79,4.034668,34.042525,34.042525,2360.256496,655175.2828,1.398926497,
SLE,1988,36248.1436,4691.931537,2686.656704,6219.896084,8102.842293,41744.35726,9302131.916,813132.5209,531607.3767,1126006.333,1750049.691,10539446.11,4.152984,32.51408333,32.51408333,4487.288325,827323.2526,1.44016552,
SLE,1989,61882.27833,10030.9472,5032.050843,12994.84401,17466.69835,72473.42203,9391505.318,973681.3168,561271.2228,1099891.628,1811240.085,10897152.71,4.249468,59.81275833,59.81275833,9601.653756,976180.7937,1.472421646,
SLE,1990,111818.2426,13359.06734,10386.7766,29892.09751,31651.65156,133165.6788,9295896.677,888684.8522,567516.2231,1192061.277,1627668.504,11294030.84,4.312246,151.4458333,151.4458333,12720.21424,823272.7632,1.489364028,
SLE,1991,255491.1646,29085.41152,29932.70414,70909.98441,73616.9932,311802.2679,8247779.823,973525.9811,857134.0427,1482022.681,1984051.328,10391355.55,4.337239,295.3441667,295.3441667,26588.19983,901869.0753,1.493000031,
SLE,1992,383357.7406,38151.90944,47345.14063,103237.0354,107432.893,459661.5679,7331644.619,1086629.587,698351.3372,1346770.12,1807268.217,9388975.289,4.331332,499.4418333,499.4418333,38151.90944,1006647.754,1.493000031,
SLE,1993,505500.9186,45471.46113,66140.3071,126896.2552,128926.5146,590538.4743,7663267.671,524267.0599,841350.6483,1306465.703,1711665.274,9394072.771,4.307299,567.4585833,567.4585833,45471.46113,485678.1024,1.48300004,
SLE,1994,619147.7794,61552.70322,80380.5889,213708.3976,185734.4101,724149.4554,7677140.474,892250.18,862247.8288,1239559.786,1643389.008,9722864.833,4.283621,586.7397083,586.7397083,61552.70322,826575.7212,1.473999977,
SLE,1995,846455.2018,49843.83944,124609.5986,165714.9009,235718.0244,890068.5367,7148005.212,563034.6844,688484.9645,1127791.263,1500160.871,8748147.986,4.274819,755.2158333,755.2158333,49843.83944,521592.2353,1.47300005,
SLE,1996,1135528.137,117554.3831,127574.3608,209132.1792,416432.4892,1173583.96,5151258.095,674504.1437,572792.1661,844228.9297,1125889.229,6579773.866,4.28235,920.7325,920.7325,117554.3831,624856.8722,1.47300005,
SLE,1997,993658.8365,49138.90157,116338.938,157462.6628,171159.1114,1129500.389,4556429.317,308584.9336,496675.2578,697631.3347,1048378.093,5422005.711,4.305455,981.4825,981.4825,49138.90157,285871.4043,1.481999993,
SLE,1998,1254788.14,78201.30329,127088.4534,230562.4961,270989.0524,1422985.71,4343768.326,344306.7964,487729.826,675020.31,882081.3672,5376600.032,4.353646,1563.618,1563.618,78201.30329,318963.9112,1.498999953,
SLE,1999,1696495.854,56886.34882,187411.9943,204313.2928,458378.4937,1634649.11,4056211.025,245988.1236,435598.9282,599687.7433,786821.5347,4939924.663,4.437803,1804.195,1804.195,56886.34882,227882.0321,1.529000044,
SLE,2000,1780198.929,123796.7358,258079.054,325571.9885,707259.2353,1800588.493,4909646.596,466328.0645,653670.7481,603637.7207,1690955.194,5128001.519,4.564297,2092.125,2092.125,123796.7358,432003.7624,1.572000027,
SLE,2001,2153444.918,237858.5152,282007.3045,169799.7,597433.4,2165832.447,6015271.188,585232.7329,803865.9702,691339.005,1950740.445,6059755.951,4.739147,1986.154167,1986.154167,221573.285,542156.3528,1.633999944,
SLE,2002,2596430.657,310147.0809,366310.4891,224914.75,784923.5,2630761.751,7405894.328,742129.8094,1079646.319,947497.1938,2385499.207,7660580.891,4.957216,2099.033866,2099.033866,285580.9809,675169.9093,1.705000043,
SLE,2003,3181728.98,369118.4501,384807.1901,452964.6101,1040698.912,3253743.469,7903250.64,838851.7668,1054598.021,1512340.611,2732608.031,8374019.787,5.199549,2347.941667,2347.941667,350777.9317,792887.2449,1.788999915,
SLE,2004,3691671.414,407891.112,405514.0298,644486.8515,1139343.227,3912932.001,8250581.53,841667.9589,971774.1235,1687434.697,2611642.362,8926533.984,5.439695,2701.296667,2701.296667,387122.4505,795968.9711,1.917397857,
SLE,2005,4388795.822,543615.1215,471496.2255,838103.2494,1397378.698,4769247.892,8329500.379,1033492.644,1009415.749,1812799.396,2622184.932,9328682.367,5.658379,2889.5875,2889.5875,519271.5025,986861.3581,1.97300005,
SLE,2006,5022511.809,571184.4659,563877.5368,941683.7206,1398529.95,5583531.174,8392104.034,992292.2889,1101999.091,1929018.49,2432107.306,9722717.557,5.848692,2961.909167,2961.909167,542813.5785,942819.8577,2.010999918,
SLE,2007,5960690.588,617877.9243,557136.2533,1005418.941,1591019.806,6443514.214,9231831.245,997239.0878,975212.4945,1932952.767,2398665.353,10506235.93,6.015417,2985.185833,2985.185833,586072.7076,945368.9834,2.040999889,
SLE,2008,7109880.923,721212.0444,721133.6388,1009892.203,1919378.856,7470061.959,10046004.57,1062938.185,1099209.752,1650762.591,2595995.465,11073795.86,6.165372,2981.514658,2981.514658,684423.3448,1009476.218,2.067000151,
SLE,2009,7982244.018,838534.9944,873435.6966,1121566.816,2320998.843,8308046.017,10834558.31,1153036.518,1218614.558,1773064.608,3345633.244,11426453.82,6.31026,3385.65,3385.65,799403.7206,1100347.289,2.091999769,
SLE,2010,7984016.415,3198676.892,1074174.243,1722426.822,3536400.676,10255614.19,9248849.962,3796759.389,1272486.382,2108178.576,4102473.047,12037420.83,6.45872,3978.087527,3978.087527,3150099.988,3739316.867,2.119999886,
SLE,2011,12522651.75,5379752.859,1289135.635,2081748.457,8248094.001,12797612.94,12522651.75,5379752.859,1289135.635,2081748.457,8248094.001,12797612.94,6.611692,4349.162135,4349.162135,5315874.139,5315874.139,2.144000053,
SLE,2012,15143635.86,4537884.469,1684736.775,5434457.616,9970168.047,16515434.13,13428274.16,4266903.353,1481049.03,5355889.828,9064508.01,14740645.33,6.766103,4344.037642,4344.037642,4227645.201,3935540.249,2.170000076,
SLE,2013,23260321.21,2933552.322,1855846.522,6102475.287,12540172.77,21317382.46,17397827.59,3382416.87,1485122.935,7354008.182,10864502.94,17794208.48,6.922079,4332.499099,4332.499099,3080211.468,3315335.419,2.198999882,
SLE,2014,23189517.88,3105982.998,1621292.48,6979257.871,11895071.55,22689470.64,14766222.23,3211632.616,1198126.313,11800431.25,10727679.49,18605492.79,7.079162,4524.157882,4524.157882,2974524.473,3139532.21,2.229000092,
SLE,2015,22402246.27,3325369.228,2194054.501,4146342.218,10158931,21583301.34,14738213.76,2734039.749,1487935.407,5299768.602,8767781.071,14793033.03,7.237025,5080.747136,5080.747136,3333563.347,2662057.037,2.298000097,
SLE,2016,24022720.71,4650976.308,2874922.099,5758702.68,12597700.75,24296286.12,16306601,2960472.922,1754600.384,6450840.028,10865937.32,15731521.23,7.39619,6289.940085,6289.940085,4373373.947,2886220.642,2.358999968,
SLE,2017,26177868.93,5106806.835,2874359.912,7193990.656,13264410.86,27614660.46,16258686.23,3086180.998,1670721.208,7952027.585,11548491.13,16326662.25,7.557212,7384.432222,7384.432222,4965576.865,3011283.296,2.421000004,
SLV,1950,195.3628041,28.12250435,21.98469782,69.40991952,50.1442742,266.0252443,2685.405066,319.0239834,302.9547756,300.4923685,621.922148,2889.373571,1.974618228,1,1,,,,
SLV,1951,238.6978212,38.07470086,26.88669205,85.31636361,66.8590301,323.681237,2876.673331,377.2400614,318.9440742,280.3494745,755.3710114,3003.130495,2.025470871,1,1,,,,
SLV,1952,251.130007,40.33656667,28.70637165,88.20844495,72.67286135,337.3301865,3075.592316,399.7502749,348.3980102,298.5111145,793.1395317,3223.892458,2.079533195,1,1,,,,
SLV,1953,289.8473692,44.10634083,34.09113825,89.29297464,75.57977372,383.5885401,3328.066282,417.6031479,386.2673962,313.3706203,862.3818853,3469.457915,2.136807992,1,1,,,,
SLV,1954,320.7502005,43.72936211,40.10721994,104.837911,89.387614,422.0426116,3519.33465,409.8410376,434.2352295,291.2464979,981.9823265,3560.085585,2.197298781,1,1,,,,
SLV,1955,358.7571342,45.99122466,40.47858405,106.6454561,94.47471715,459.5471312,3741.205827,422.2604547,417.4043987,329.2207772,1063.814166,3747.906478,2.261007017,1,1,,,,
SLV,1956,380.0694415,66.34800061,43.82085129,112.4296123,107.9192031,497.1037684,3878.91881,591.4751606,440.9675737,366.5346933,1158.23555,3990.123888,2.327937313,1,1,,,,
SLV,1957,365.8612367,72.0026586,46.42039357,138.0968236,118.4567637,506.3988433,4001.330484,654.3485113,492.3015756,396.2536849,1221.183078,4168.827598,2.398090154,1,1,,,,
SLV,1958,380.0694415,61.824269,51.99084223,115.6832144,111.5528436,500.3946495,4016.631928,550.3358238,491.4600424,429.274825,1114.172165,4224.75013,2.47147015,1,1,,,,
SLV,1959,383.6214797,47.12215756,50.13402492,109.8990517,106.8291077,486.2066624,4139.043536,417.6032043,509.9739249,468.9001761,1095.287892,4306.916712,2.548079001,1,1,,,,
SLV,1960,401.3817227,81.0501153,51.61947812,103.7533748,126.8141531,513.3903591,4192.598501,807.262653,521.7554779,452.3896464,1284.130654,4500.76595,2.627920833,1,1,,,,
SLV,1961,394.2672481,71.18912222,53.7484532,116.1330441,115.6275517,522.2034975,4110.241874,718.0241574,557.2833656,527.6687524,1133.423648,4570.845894,2.712670262,1,1,,,,
SLV,1962,443.2528526,72.36850694,58.2029258,134.3095279,131.3934516,579.4842806,4555.538567,734.2493024,603.295436,665.0916909,1288.014188,5056.491658,2.797006376,1,1,,,,
SLV,1963,483.0353351,79.80520415,57.48234681,146.885691,157.7571946,612.292791,4861.473465,803.4151047,588.3223591,724.5720034,1505.850191,5277.721535,2.886996141,1,1,,,,
SLV,1964,519.8805854,116.9886577,58.62871951,170.8917643,194.5552209,675.0107961,5283.219048,1156.611158,588.7063094,782.2719327,1804.129654,5781.19845,2.976351737,1,1,,,,
SLV,1965,562.730723,109.1260777,62.26435679,189.6250195,206.7885194,720.316188,5694.684353,1091.680538,623.1119916,809.6220042,1878.609469,6125.517514,3.072020636,1,1,,,,
SLV,1966,605.3851218,126.1944254,66.32578779,187.6927524,226.3487243,762.7717177,6177.849316,1281.312409,672.8747453,803.9305117,2067.624183,6624.644004,3.184355367,1,1,,,,
SLV,1967,629.9921485,118.102529,73.13851327,204.9194641,228.7692123,801.1043214,6467.230936,1121.118508,728.9574493,930.69937,2104.517565,6910.261787,3.290956115,1,1,,,,
SLV,1968,665.6626,95.43208749,77.85501252,209.5700517,223.7973779,828.5192554,6506.957529,873.6545941,761.8865298,1030.314564,1893.006239,7050.667089,3.407402394,1,1,,,,
SLV,1969,676.7912362,112.6970081,89.77727559,199.2209095,221.3442013,861.1497216,6604.764151,980.1323991,882.6755911,988.5816247,1841.355863,7314.030352,3.531446578,1,1,,,,
SLV,1970,700.125438,122.918364,99.472304,230.36657,227.428123,929.895894,7000.053158,1088.220807,939.9101145,905.4942302,1965.738259,7646.480875,3.668595,1,1,111.004553,891.1402099,,
SLV,1971,746.800468,152.115981,99.111897,240.100369,259.505941,978.000194,7283.144047,1322.490594,887.4848045,983.6151874,2151.781383,8017.141108,3.765166,1,1,129.385177,1011.564605,,
SLV,1972,786.958353,147.068666,110.644307,302.106602,292.302993,1042.374623,7551.528277,1239.362564,1041.016007,1154.061241,2327.293805,8458.101061,3.861931,1,1,170.830738,1328.108687,,
SLV,1973,891.527745,219.522457,125.781797,359.789438,396.10632,1205.137269,8103.003029,1605.881532,1160.845176,1109.674261,2748.523404,8886.27796,3.958323,1,1,187.770374,1207.684301,,
SLV,1974,1065.928295,321.53452,154.614688,460.733521,580.284599,1426.492589,8341.975062,2021.521392,1115.909196,1184.244354,2843.300185,9455.05054,4.053713,1,1,258.770568,1379.719122,,
SLV,1975,1187.861403,357.22023,180.563856,533.556375,616.687035,1619.631977,8606.683203,1817.479926,1213.270426,1326.282697,2699.379987,9982.283263,4.147525,1,1,371.576929,1785.721208,1.220299959,
SLV,1976,1453.07688,403.359674,247.239133,731.116438,757.252753,2063.782953,9463.307391,2010.185673,1404.248133,1200.223643,3194.324757,10375.31268,4.239675,1,1,412.66303,1840.772371,1.271970034,
SLV,1977,1666.913641,605.219743,290.127554,985.99776,968.101331,2592.206874,10580.96296,2883.029304,1471.652072,1059.960806,4170.173557,11001.60126,4.329964,1,1,548.175081,2329.351246,1.324138522,
SLV,1978,2016.79545,661.091727,358.965272,839.269757,1096.052177,2782.092267,10819.9354,2969.935998,1632.672521,1278.34468,4286.011589,11710.96993,4.417516,1,1,595.388057,2391.283574,1.37650001,
SLV,1979,2146.689524,560.882621,408.341017,1147.146205,1152.278464,3113.03538,9978.017297,2289.797947,1673.863828,1739.969226,4022.74322,11509.66209,4.501316,1,1,544.931442,2019.688604,1.440199971,
